County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
Hertford,North Carolina,28,1,1,0,3.60%,3,0,36.35858952,-76.98072516,2020-04-27 22:10 EDT
Lincoln,North Carolina,25,0,0,0,0.00%,18,0,35.48576876,-81.23065125,2020-04-27 22:10 EDT
McDowell,North Carolina,24,2,1,0,4.20%,0,0,35.68139468,-82.04865496,2020-04-27 22:10 EDT
Rockingham,North Carolina,24,0,2,0,8.30%,7,0,36.39604336,-79.77511119,2020-04-27 22:10 EDT
Washington,North Carolina,24,0,2,0,8.30%,13,0,35.82193961,-76.57663231,2020-04-27 22:10 EDT
Scotland,North Carolina,22,1,0,0,0.00%,0,0,34.84094693,-79.4806203,2020-04-27 22:10 EDT
Anson,North Carolina,22,2,0,0,0.00%,13,0,34.97381164,-80.10271204,2020-04-27 22:10 EDT
Wilkes,North Carolina,71,0,1,0,1.40%,0,0,36.20626723,-81.16287284,2020-04-27 22:10 EDT
Beaufort,North Carolina,20,0,0,0,0.00%,13,0,35.48588995,-76.84436853,2020-04-27 22:10 EDT
Person,North Carolina,19,0,0,0,0.00%,0,0,36.39020597,-78.97165565,2020-04-27 22:10 EDT
Caswell,North Carolina,18,2,0,0,0.00%,0,0,36.39341302,-79.33362855,2020-04-27 22:10 EDT
Polk,North Carolina,17,5,0,0,0.00%,0,0,35.27929957,-82.16969342,2020-04-27 22:10 EDT
Cherokee,North Carolina,16,0,1,0,6.20%,6,0,35.1338599,-84.06345704,2020-04-27 22:10 EDT
Martin,North Carolina,15,0,0,0,0.00%,7,0,35.84159924,-77.10699661,2020-04-27 22:10 EDT
Dare,North Carolina,15,0,1,0,6.70%,14,0,35.78068417,-75.81994777,2020-04-27 22:10 EDT
Greene,North Carolina,15,0,0,0,0.00%,9,0,35.48516059,-77.67554057,2020-04-27 22:10 EDT
Surry,North Carolina,12,0,0,0,0.00%,0,0,36.4147231,-80.68749152,2020-04-27 22:10 EDT
Yadkin,North Carolina,12,0,1,0,8.30%,7,0,36.16049743,-80.66527243,2020-04-27 22:10 EDT
Pender,North Carolina,12,1,1,1,8.30%,0,0,34.52521673,-77.90718231,2020-04-27 22:10 EDT
Jones,North Carolina,12,0,2,0,16.70%,0,0,35.02160816,-77.35540979,2020-04-27 22:10 EDT
Perquimans,North Carolina,11,1,0,0,0.00%,6,0,36.20124036,-76.43387747,2020-04-27 22:10 EDT
Stokes,North Carolina,11,0,0,0,0.00%,0,0,36.40189493,-80.2394991,2020-04-27 22:10 EDT
Bladen,North Carolina,10,0,0,0,0.00%,1,0,34.61434536,-78.56323493,2020-04-27 22:10 EDT
Jackson,North Carolina,9,0,0,0,0.00%,0,0,35.28737848,-83.14085851,2020-04-27 22:10 EDT
Watauga,North Carolina,3,0,0,0,0.00%,0,0,36.23101355,-81.69645582,2020-04-27 22:10 EDT
Chowan,North Carolina,7,0,0,0,0.00%,3,0,36.1518954,-76.61561742,2020-04-27 22:10 EDT
Gates,North Carolina,7,0,0,0,0.00%,4,0,36.44488296,-76.70058087,2020-04-27 22:10 EDT
Pamlico,North Carolina,7,0,0,0,0.00%,6,0,35.13308082,-76.74056153,2020-04-27 22:10 EDT
Transylvania,North Carolina,7,0,0,0,0.00%,0,0,35.20219803,-82.79833575,2020-04-27 22:10 EDT
Clay,North Carolina,6,0,0,0,0.00%,4,0,35.05745029,-83.75012338,2020-04-27 22:10 EDT
Haywood,North Carolina,6,1,0,0,0.00%,3,0,35.55603932,-82.98225869,2020-04-27 22:10 EDT
Mitchell,North Carolina,5,0,0,0,0.00%,3,0,36.01322984,-82.1635734,2020-04-27 22:10 EDT
Alexander,North Carolina,4,0,0,0,0.00%,0,0,35.92106539,-81.17702249,2020-04-27 22:10 EDT
Ashe,North Carolina,4,0,0,0,0.00%,0,0,36.43415241,-81.50033609,2020-04-27 22:10 EDT
Warren,North Carolina,4,0,0,0,0.00%,0,0,36.39603323,-78.10623241,2020-04-27 22:10 EDT
Tyrrell,North Carolina,4,0,0,0,0.00%,3,0,35.81799619,-76.19393968,2020-04-27 22:10 EDT
Alleghany,North Carolina,2,0,0,0,0.00%,0,0,36.4914522,-81.1273,2020-04-27 22:10 EDT
Currituck,North Carolina,2,0,0,0,0.00%,2,0,36.40207266,-76.009806,2020-04-27 22:10 EDT
Macon,North Carolina,2,0,1,0,50.00%,1,0,35.15044048,-83.42186109,2020-04-27 22:10 EDT
Hyde,North Carolina,1,0,0,0,0.00%,0,0,35.536765,-76.26124447,2020-04-27 22:10 EDT
Madison,North Carolina,1,0,0,0,0.00%,0,0,35.85812252,-82.70568917,2020-04-27 22:10 EDT
Camden,North Carolina,1,1,0,0,0.00%,0,0,36.37427407,-76.19208057,2020-04-27 22:10 EDT
Providence,Rhode Island,5427,161,0,0,0.00%,0,0,41.82387,-71.41199,2020-04-27 22:10 EDT
Kent,Rhode Island,565,39,0,0,0.00%,0,0,41.67271166,-71.59151436,2020-04-27 22:10 EDT
Washington,Rhode Island,3203,11,0,0,0.00%,0,0,41.47000004,-71.62280619,2020-04-27 22:10 EDT
Newport,Rhode Island,138,2,0,0,0.00%,0,0,41.553653,-71.23356947,2020-04-27 22:10 EDT
Bristol,Rhode Island,115,4,0,0,0.00%,0,0,41.71809899,-71.28661489,2020-04-27 22:10 EDT
St. Louis,Missouri,2898,21,137,10,4.70%,1033,79,38.62775,-90.19956,2020-04-27 22:10 EDT
St. Louis City,Missouri,1067,30,57,7,5.30%,0,0,38.63399182,-90.24789799,2020-04-27 22:10 EDT
St. Charles,Missouri,572,46,32,2,5.60%,0,0,38.78394,-90.48123,2020-04-27 22:10 EDT
Kansas City,Missouri,500,7,15,0,3.00%,0,0,39.10344,-94.58311,2020-04-27 22:10 EDT
Jackson,Missouri,3209,2,12,0,0.40%,2,0,39.00756985,-94.34626921,2020-04-27 22:10 EDT
Jefferson,Missouri,766,2,3,0,0.40%,142,40,38.26103331,-90.53892609,2020-04-27 22:10 EDT
Saline,Missouri,168,6,0,0,0.00%,0,0,39.13541661,-93.20286967,2020-04-27 22:10 EDT
Franklin,Missouri,106,0,3,0,2.80%,34,0,38.40999612,-91.07500135,2020-04-27 22:10 EDT
Boone,Missouri,98,6,1,0,1.00%,80,0,38.99174396,-92.30916735,2020-04-27 22:10 EDT
Greene,Missouri,93,0,3,0,3.20%,46,0,37.25804025,-93.34201853,2020-04-27 22:10 EDT
Clay,Missouri,68,1,2,0,2.90%,0,0,39.31143034,-94.42095583,2020-04-27 22:10 EDT
Lincoln,Missouri,68,0,41,40,60.30%,41,0,39.05751137,-90.96353405,2020-04-27 22:10 EDT
Buchanan,Missouri,63,6,1,0,1.60%,0,0,39.65981982,-94.80611983,2020-04-27 22:10 EDT
Scott,Missouri,61,0,1,0,1.60%,13,0,37.05225371,-89.57011805,2020-04-27 22:10 EDT
Cass,Missouri,58,0,6,0,10.30%,0,0,38.64693149,-94.35479308,2020-04-27 22:10 EDT
Johnson,Missouri,54,1,0,0,0.00%,32,0,38.74411916,-93.80647438,2020-04-27 22:10 EDT
Moniteau,Missouri,52,0,0,0,0.00%,4,0,38.63179951,-92.58379571,2020-04-27 22:10 EDT
Cole,Missouri,50,0,1,0,2.00%,37,0,38.50476968,-92.28023836,2020-04-27 22:10 EDT
Cape Girardeau,Missouri,43,1,1,0,2.30%,0,0,37.30271,-89.54453,2020-04-27 22:10 EDT
Perry,Missouri,41,0,0,0,0.00%,35,0,37.70682751,-89.82805974,2020-04-27 22:10 EDT
Camden,Missouri,35,0,1,0,2.90%,13,0,38.01889749,-92.76522366,2020-04-27 22:10 EDT
Lafayette,Missouri,35,0,1,0,2.90%,22,0,39.06433925,-93.7859246,2020-04-27 22:10 EDT
Pulaski,Missouri,33,0,1,0,3.00%,4,0,37.82463199,-92.20758495,2020-04-27 22:10 EDT
Platte,Missouri,31,0,0,0,0.00%,13,0,39.38100722,-94.77295358,2020-04-27 22:10 EDT
St. Francois,Missouri,28,0,1,0,3.60%,16,0,37.85644,-90.51874,2020-04-27 22:10 EDT
Pettis,Missouri,27,0,0,0,0.00%,2,0,38.7282597,-93.28514906,2020-04-27 22:10 EDT
Butler,Missouri,76,0,0,0,0.00%,12,0,36.71637586,-90.40652851,2020-04-27 22:10 EDT
Mississippi,Missouri,22,0,0,0,0.00%,0,0,36.82779814,-89.29433236,2020-04-27 22:10 EDT
Warren,Missouri,22,0,0,0,0.00%,6,0,38.76564898,-91.16045057,2020-04-27 22:10 EDT
Callaway,Missouri,20,0,1,0,5.00%,15,0,38.83660134,-91.92592085,2020-04-27 22:10 EDT
Dunklin,Missouri,20,0,2,0,10.00%,13,0,36.10584897,-90.16563,2020-04-27 22:10 EDT
Christian,Missouri,19,0,0,0,0.00%,0,0,36.9695461,-93.18880105,2020-04-27 22:10 EDT
Pemiscot,Missouri,19,1,1,0,5.30%,0,0,36.21254858,-89.79254787,2020-04-27 22:10 EDT
Stoddard,Missouri,19,0,0,0,0.00%,0,0,36.85566181,-89.94427762,2020-04-27 22:10 EDT
Jasper,Missouri,16,0,0,0,0.00%,11,0,37.20354968,-94.34062684,2020-04-27 22:10 EDT
Webster,Missouri,13,0,0,0,0.00%,0,0,37.28087084,-92.87586808,2020-04-27 22:10 EDT
Adair,Missouri,12,0,0,0,0.00%,5,0,40.19053141,-92.60074473,2020-04-27 22:10 EDT
Clinton,Missouri,11,0,0,0,0.00%,0,0,39.60170055,-94.40456798,2020-04-27 22:10 EDT
Ray,Missouri,11,0,0,0,0.00%,0,0,39.35314902,-93.98982478,2020-04-27 22:10 EDT
Newton,Missouri,10,0,1,0,10.00%,0,0,36.90549482,-94.33922289,2020-04-27 22:10 EDT
Taney,Missouri,10,0,1,0,10.00%,0,0,36.65710356,-93.03868137,2020-04-27 22:10 EDT
Pike,Missouri,9,1,0,0,0.00%,6,0,39.34291081,-91.17437823,2020-04-27 22:10 EDT
Wright,Missouri,9,0,0,0,0.00%,0,0,37.27018192,-92.46860604,2020-04-27 22:10 EDT
New Madrid,Missouri,9,0,0,0,0.00%,0,0,36.59586,-89.52827,2020-04-27 22:10 EDT
Henry,Missouri,3,0,1,0,33.30%,0,0,38.38842154,-93.79668046,2020-04-27 22:10 EDT
Joplin,Missouri,3,0,0,0,0.00%,0,0,37.08476,-94.51347,2020-04-27 22:10 EDT
Randolph,Missouri,3,0,0,0,0.00%,1,0,39.44013208,-92.49703739,2020-04-27 22:10 EDT
Washington,Missouri,3,0,1,0,33.30%,0,0,37.96162968,-90.87737381,2020-04-27 22:10 EDT
Cooper,Missouri,7,0,0,0,0.00%,2,0,38.84261631,-92.81066394,2020-04-27 22:10 EDT
Crawford,Missouri,7,0,0,0,0.00%,0,0,37.97633109,-91.30394175,2020-04-27 22:10 EDT
Montgomery,Missouri,7,0,0,0,0.00%,2,0,38.94156383,-91.46999526,2020-04-27 22:10 EDT
Ste. Genevieve,Missouri,7,0,1,0,14.30%,0,0,37.97854,-90.04745,2020-04-27 22:10 EDT
Barry,Missouri,6,0,0,0,0.00%,0,0,36.71180286,-93.83137357,2020-04-27 22:10 EDT
Bates,Missouri,6,0,1,0,16.70%,0,0,38.25726569,-94.34004207,2020-04-27 22:10 EDT
Harrison,Missouri,6,0,0,0,0.00%,0,0,40.35468627,-93.99206001,2020-04-27 22:10 EDT
Lewis,Missouri,6,0,1,0,16.70%,0,0,40.09700182,-91.72388197,2020-04-27 22:10 EDT
Cedar,Missouri,5,0,0,0,0.00%,0,0,37.72840048,-93.86174568,2020-04-27 22:10 EDT
Chariton,Missouri,5,0,0,0,0.00%,0,0,39.51564242,-92.96253558,2020-04-27 22:10 EDT
Osage,Missouri,5,0,0,0,0.00%,3,0,38.45896978,-91.86134875,2020-04-27 22:10 EDT
Ripley,Missouri,5,0,0,0,0.00%,0,0,36.65276542,-90.86389238,2020-04-27 22:10 EDT
Howell,Missouri,5,0,0,0,0.00%,0,0,36.77393706,-91.88647479,2020-04-27 22:10 EDT
Linn,Missouri,5,0,1,0,20.00%,0,0,39.87019332,-93.10718178,2020-04-27 22:10 EDT
Marion,Missouri,5,0,0,0,0.00%,0,0,39.8057205,-91.62531627,2020-04-27 22:10 EDT
Benton,Missouri,4,0,0,0,0.00%,0,0,38.29895086,-93.28143963,2020-04-27 22:10 EDT
Bollinger,Missouri,4,0,0,0,0.00%,0,0,37.32215025,-90.02588485,2020-04-27 22:10 EDT
McDonald,Missouri,4,0,0,0,0.00%,0,0,36.62867938,-94.34835779,2020-04-27 22:10 EDT
Scotland,Missouri,4,0,0,0,0.00%,0,0,40.45257261,-92.14698481,2020-04-27 22:10 EDT
Vernon,Missouri,4,0,0,0,0.00%,0,0,37.85058499,-94.34244597,2020-04-27 22:10 EDT
Caldwell,Missouri,3,1,0,0,0.00%,0,0,39.65575126,-93.98283266,2020-04-27 22:10 EDT
Carter,Missouri,3,0,1,0,33.30%,0,0,36.94122037,-90.96236915,2020-04-27 22:10 EDT
DeKalb,Missouri,3,0,0,0,0.00%,0,0,39.8931984,-94.40467259,2020-04-27 22:10 EDT
Morgan,Missouri,3,0,0,0,0.00%,0,0,38.4282349,-92.8871893,2020-04-27 22:10 EDT
Stone,Missouri,3,0,0,0,0.00%,0,0,36.76003102,-93.45679817,2020-04-27 22:10 EDT
Nodaway,Missouri,3,0,0,0,0.00%,0,0,40.36068115,-94.88354129,2020-04-27 22:10 EDT
Carroll,Missouri,3,0,0,0,0.00%,0,0,39.42786285,-93.50581867,2020-04-27 22:10 EDT
Atchison,Missouri,2,0,0,0,0.00%,0,0,40.43209359,-95.43110223,2020-04-27 22:10 EDT
Gasconade,Missouri,2,0,0,0,0.00%,2,0,38.43913561,-91.50797646,2020-04-27 22:10 EDT
Livingston,Missouri,2,0,0,0,0.00%,0,0,39.78209871,-93.54828689,2020-04-27 22:10 EDT
Macon,Missouri,2,0,0,0,0.00%,1,0,39.83074866,-92.56455136,2020-04-27 22:10 EDT
Maries,Missouri,2,0,0,0,0.00%,0,0,38.16170756,-91.92481651,2020-04-27 22:10 EDT
Reynolds,Missouri,2,0,0,0,0.00%,0,0,37.36227311,-90.96906705,2020-04-27 22:10 EDT
Phelps,Missouri,2,0,0,0,0.00%,0,0,37.87704276,-91.79228997,2020-04-27 22:10 EDT
Dallas,Missouri,2,0,0,0,0.00%,0,0,37.68045204,-93.02361083,2020-04-27 22:10 EDT
Howard,Missouri,2,0,0,0,0.00%,2,0,39.14298814,-92.69514505,2020-04-27 22:10 EDT
St. Clair,Missouri,2,0,0,0,0.00%,0,0,38.34533,-90.98097,2020-04-27 22:10 EDT
Andrew,Missouri,2,1,0,0,0.00%,0,0,39.98437441,-94.80275538,2020-04-27 22:10 EDT
Iron,Missouri,2,0,0,0,0.00%,0,0,37.50417676,-90.68981,2020-04-27 22:10 EDT
Daviess,Missouri,2,0,0,0,0.00%,0,0,39.96075947,-93.98534438,2020-04-27 22:10 EDT
Ralls,Missouri,1,0,0,0,0.00%,0,0,39.527119,-91.52336509,2020-04-27 22:10 EDT
Shelby,Missouri,1,0,0,0,0.00%,0,0,39.79773799,-92.0765868,2020-04-27 22:10 EDT
Clark,Missouri,1,0,0,0,0.00%,0,0,40.41074341,-91.73958967,2020-04-27 22:10 EDT
Worth,Missouri,1,0,0,0,0.00%,0,0,40.47915841,-94.42205693,2020-04-27 22:10 EDT
Gentry,Missouri,1,0,0,0,0.00%,0,0,40.21211589,-94.40991936,2020-04-27 22:10 EDT
Madison,Missouri,1,0,0,0,0.00%,0,0,37.47807387,-90.34492735,2020-04-27 22:10 EDT
Oregon,Missouri,1,0,0,0,0.00%,0,0,36.68670321,-91.40323338,2020-04-27 22:10 EDT
Polk,Missouri,1,0,0,0,0.00%,0,0,37.61676547,-93.39968554,2020-04-27 22:10 EDT
Holt,Missouri,1,0,0,0,0.00%,0,0,40.09378705,-95.2160287,2020-04-27 22:10 EDT
Miller,Missouri,1,0,0,0,0.00%,0,0,38.21460245,-92.4271172,2020-04-27 22:10 EDT
Audrain,Missouri,1,0,0,0,0.00%,0,0,39.21572746,-91.8416314,2020-04-27 22:10 EDT
Texas,Missouri,0,0,0,0,nan%,0,0,37.31722129,-91.96499914,2020-04-27 22:10 EDT
Maricopa,Arizona,3457,92,122,0,3.50%,1,0,33.3488247,-112.4912788,2020-04-27 22:10 EDT
Pima,Arizona,1164,22,76,0,6.50%,1,0,32.09727123,-111.7897671,2020-04-27 22:10 EDT
Navajo,Arizona,628,2,18,0,2.90%,0,0,35.39955057,-110.3213878,2020-04-27 22:10 EDT
Coconino,Arizona,45,5,38,0,84.40%,0,0,35.83777098,-111.7708262,2020-04-27 22:10 EDT
Apache,Arizona,3262,76,5,0,0.20%,0,0,35.39562549,-109.4888227,2020-04-27 22:10 EDT
Pinal,Arizona,359,17,9,0,2.50%,1,0,32.90431973,-111.3447647,2020-04-27 22:10 EDT
Mohave,Arizona,96,2,4,0,4.20%,0,0,35.70255053,-113.753524,2020-04-27 22:10 EDT
Yavapai,Arizona,77,1,1,0,1.30%,3,0,34.59984646,-112.5538213,2020-04-27 22:10 EDT
Yuma,Arizona,62,2,1,0,1.60%,0,0,32.76895652,-113.9058303,2020-04-27 22:10 EDT
Cochise,Arizona,326,0,0,0,0.00%,0,0,31.87951895,-109.7511956,2020-04-27 22:10 EDT
Santa Cruz,Arizona,30,0,0,0,0.00%,0,0,31.97139,-112.34314,2020-04-27 22:10 EDT
Gila,Arizona,11,0,0,0,0.00%,0,0,33.7996654,-110.8116587,2020-04-27 22:10 EDT
Graham,Arizona,9,2,0,0,0.00%,0,0,32.87449,-109.74198,2020-04-27 22:10 EDT
La Paz,Arizona,7,0,1,0,14.30%,0,0,33.72919535,-113.9812314,2020-04-27 22:10 EDT
Greenlee,Arizona,2,0,0,0,0.00%,0,0,33.21552654,-109.2403211,2020-04-27 22:10 EDT
Mobile,Alabama,942,275,42,2,4.50%,0,0,30.78989019,-88.20635939,2020-04-27 22:10 EDT
Jefferson,Alabama,839,0,326,2,38.90%,0,0,33.55427371,-86.89648912,2020-04-27 22:10 EDT
Lee,Alabama,3268,2,24,0,0.70%,0,0,32.60103513,-85.35548613,2020-04-27 22:10 EDT
Shelby,Alabama,318,7,9,0,2.80%,0,0,33.113,-86.58361,2020-04-27 22:10 EDT
Marshall,Alabama,310,2,5,0,1.60%,0,0,34.2347589,-86.319865,2020-04-27 22:10 EDT
Montgomery,Alabama,292,4,5,1,1.70%,0,0,32.38015,-86.30008,2020-04-27 22:10 EDT
Chambers,Alabama,289,4,18,0,6.20%,0,0,32.91425002,-85.39199738,2020-04-27 22:10 EDT
Tallapoosa,Alabama,275,1,17,0,6.20%,0,0,32.86499611,-85.79385037,2020-04-27 22:10 EDT
Madison,Alabama,714,2,4,0,0.60%,0,0,34.76311801,-86.55018951,2020-04-27 22:10 EDT
Tuscaloosa,Alabama,195,2,0,0,0.00%,0,0,33.21042,-87.56625,2020-04-27 22:10 EDT
Baldwin,Alabama,168,7,3,0,1.80%,0,0,30.73589116,-87.72352514,2020-04-27 22:10 EDT
Etowah,Alabama,126,1,3,0,2.40%,0,0,34.04523267,-86.034746,2020-04-27 22:10 EDT
Coffee,Alabama,98,2,0,0,0.00%,0,0,31.40262914,-85.98818088,2020-04-27 22:10 EDT
Walker,Alabama,93,1,0,0,0.00%,0,0,33.7422,-87.25376,2020-04-27 22:10 EDT
Calhoun,Alabama,90,0,3,0,3.30%,0,0,33.77138006,-85.82610844,2020-04-27 22:10 EDT
Elmore,Alabama,79,0,1,0,1.30%,0,0,32.54165,-86.31093,2020-04-27 22:10 EDT
Houston,Alabama,79,2,3,0,3.80%,0,0,31.15312713,-85.302639,2020-04-27 22:10 EDT
Marion,Alabama,75,1,6,1,8.00%,0,0,34.13654519,-87.88726277,2020-04-27 22:10 EDT
DeKalb,Alabama,74,4,2,0,2.70%,0,0,34.45963164,-85.80422403,2020-04-27 22:10 EDT
St. Clair,Alabama,68,4,0,0,0.00%,0,0,33.653,-86.3377,2020-04-27 22:10 EDT
Morgan,Alabama,65,1,0,0,0.00%,0,0,34.45209661,-86.85149931,2020-04-27 22:10 EDT
Pike,Alabama,65,2,0,0,0.00%,0,0,31.80243254,-85.94090157,2020-04-27 22:10 EDT
Randolph,Alabama,61,1,4,0,6.60%,0,0,33.29369234,-85.45915091,2020-04-27 22:10 EDT
Talladega,Alabama,58,1,2,0,3.40%,0,0,33.38013838,-86.16584527,2020-04-27 22:10 EDT
Wilcox,Alabama,58,2,1,0,1.70%,0,0,31.98924911,-87.30831769,2020-04-27 22:10 EDT
Sumter,Alabama,55,2,2,0,3.60%,0,0,32.5910653,-88.1988126,2020-04-27 22:10 EDT
Russell,Alabama,53,0,0,0,0.00%,0,0,32.28849308,-85.18481595,2020-04-27 22:10 EDT
Cullman,Alabama,52,2,0,0,0.00%,0,0,34.13191433,-86.86762995,2020-04-27 22:10 EDT
Chilton,Alabama,51,0,1,0,2.00%,0,0,32.84777941,-86.718827,2020-04-27 22:10 EDT
Pickens,Alabama,47,0,1,0,2.10%,0,0,33.28098228,-88.08868876,2020-04-27 22:10 EDT
Greene,Alabama,46,0,0,0,0.00%,0,0,32.85318214,-87.95217625,2020-04-27 22:10 EDT
Jackson,Alabama,45,0,2,0,4.40%,0,0,34.7841722,-85.99831592,2020-04-27 22:10 EDT
Franklin,Alabama,42,2,0,0,0.00%,0,0,34.44170124,-87.84389685,2020-04-27 22:10 EDT
Marengo,Alabama,42,2,3,0,7.10%,0,0,32.2476084,-87.7895785,2020-04-27 22:10 EDT
Bibb,Alabama,42,4,0,0,0.00%,0,0,32.99862367,-87.12643048,2020-04-27 22:10 EDT
Limestone,Alabama,42,1,0,0,0.00%,0,0,34.81489201,-86.97728456,2020-04-27 22:10 EDT
Hale,Alabama,41,0,2,0,4.90%,0,0,32.76261511,-87.62905153,2020-04-27 22:10 EDT
Autauga,Alabama,39,2,3,1,7.70%,0,0,32.53489266,-86.64270904,2020-04-27 22:10 EDT
Choctaw,Alabama,39,7,0,0,0.00%,0,0,32.01961786,-88.26318528,2020-04-27 22:10 EDT
Lowndes,Alabama,39,1,1,0,2.60%,0,0,32.15472135,-86.6501039,2020-04-27 22:10 EDT
Dallas,Alabama,37,4,3,1,8.10%,0,0,32.32588508,-87.10649598,2020-04-27 22:10 EDT
Barbour,Alabama,35,2,0,0,0.00%,0,0,31.86919041,-85.39718205,2020-04-27 22:10 EDT
Blount,Alabama,34,0,0,0,0.00%,0,0,33.98085226,-86.56739123,2020-04-27 22:10 EDT
Butler,Alabama,34,2,1,0,2.90%,0,0,31.75249854,-86.68021571,2020-04-27 22:10 EDT
Covington,Alabama,34,1,1,0,2.90%,0,0,31.24846597,-86.45122877,2020-04-27 22:10 EDT
Macon,Alabama,34,0,2,0,5.90%,0,0,32.38593437,-85.69258025,2020-04-27 22:10 EDT
Lauderdale,Alabama,31,0,2,0,6.50%,0,0,34.90347866,-87.65938649,2020-04-27 22:10 EDT
Coosa,Alabama,30,1,1,0,3.30%,0,0,32.93678499,-86.24837749,2020-04-27 22:10 EDT
Clarke,Alabama,27,2,1,0,3.70%,0,0,31.67661537,-87.83080483,2020-04-27 22:10 EDT
Washington,Alabama,27,1,1,0,3.70%,0,0,31.40759373,-88.20787245,2020-04-27 22:10 EDT
Escambia,Alabama,76,1,1,0,1.30%,0,0,31.12612742,-87.16161182,2020-04-27 22:10 EDT
Dale,Alabama,25,0,0,0,0.00%,0,0,31.43174181,-85.61103117,2020-04-27 22:10 EDT
Colbert,Alabama,22,0,2,0,9.10%,0,0,34.69862737,-87.80940937,2020-04-27 22:10 EDT
Henry,Alabama,22,0,1,0,4.50%,0,0,31.51330715,-85.24273442,2020-04-27 22:10 EDT
Clay,Alabama,19,0,1,0,5.30%,0,0,33.26908192,-85.86067261,2020-04-27 22:10 EDT
Cherokee,Alabama,14,0,0,0,0.00%,0,0,34.07533246,-85.62135,2020-04-27 22:10 EDT
Bullock,Alabama,12,0,0,0,0.00%,0,0,32.10044728,-85.71594985,2020-04-27 22:10 EDT
Cleburne,Alabama,12,0,1,0,8.30%,0,0,33.67459307,-85.51871251,2020-04-27 22:10 EDT
Crenshaw,Alabama,12,1,0,0,0.00%,0,0,31.73141256,-86.31352498,2020-04-27 22:10 EDT
Lawrence,Alabama,12,0,0,0,0.00%,0,0,34.51482422,-87.31336758,2020-04-27 22:10 EDT
Monroe,Alabama,11,0,1,0,9.10%,0,0,31.57075607,-87.36547349,2020-04-27 22:10 EDT
Winston,Alabama,11,0,0,0,0.00%,0,0,34.1492576,-87.37372355,2020-04-27 22:10 EDT
Lamar,Alabama,10,0,0,0,0.00%,0,0,33.77922773,-88.09692361,2020-04-27 22:10 EDT
Conecuh,Alabama,9,0,0,0,0.00%,0,0,31.4292966,-86.99362992,2020-04-27 22:10 EDT
Perry,Alabama,9,0,0,0,0.00%,0,0,32.6384868,-87.29435307,2020-04-27 22:10 EDT
Geneva,Alabama,3,0,0,0,0.00%,0,0,31.09496871,-85.83926267,2020-04-27 22:10 EDT
Fayette,Alabama,5,0,0,0,0.00%,0,0,33.72127946,-87.73881003,2020-04-27 22:10 EDT
Hinds,Mississippi,41,6,7,0,17.10%,0,0,32.26676751,-90.4426253,2020-04-27 22:10 EDT
Lauderdale,Mississippi,3204,9,19,0,0.60%,0,0,32.40428541,-88.6626063,2020-04-27 22:10 EDT
DeSoto,Mississippi,766,5,4,0,0.50%,0,0,34.87494026,-89.98882209,2020-04-27 22:10 EDT
Scott,Mississippi,358,9,0,0,0.00%,0,0,32.40646276,-89.53759337,2020-04-27 22:10 EDT
Jackson,Mississippi,240,2,6,0,2.50%,0,0,30.54327789,-88.6359578,2020-04-27 22:10 EDT
Madison,Mississippi,208,14,6,1,2.90%,0,0,32.63807955,-90.03502697,2020-04-27 22:10 EDT
Forrest,Mississippi,190,0,3,1,1.60%,0,0,31.18883949,-89.25783485,2020-04-27 22:10 EDT
Rankin,Mississippi,171,4,5,0,2.90%,0,0,32.25758172,-89.94376468,2020-04-27 22:10 EDT
Leake,Mississippi,161,2,1,0,0.60%,0,0,32.75364804,-89.52401826,2020-04-27 22:10 EDT
Harrison,Mississippi,159,1,6,0,3.80%,0,0,30.51215635,-89.11668435,2020-04-27 22:10 EDT
Neshoba,Mississippi,156,2,3,0,1.90%,0,0,32.75347307,-89.11761742,2020-04-27 22:10 EDT
Pearl River,Mississippi,153,1,14,0,9.20%,0,0,30.7685434,-89.58975736,2020-04-27 22:10 EDT
Monroe,Mississippi,144,10,9,0,6.20%,0,0,33.89226612,-88.48051389,2020-04-27 22:10 EDT
Leflore,Mississippi,137,1,15,0,10.90%,0,0,33.55052797,-90.30106536,2020-04-27 22:10 EDT
Lincoln,Mississippi,136,0,9,0,6.60%,0,0,31.53238718,-90.45393399,2020-04-27 22:10 EDT
Pike,Mississippi,136,0,5,0,3.70%,0,0,31.17489229,-90.40411759,2020-04-27 22:10 EDT
Jones,Mississippi,130,12,1,0,0.80%,0,0,31.62253561,-89.16873777,2020-04-27 22:10 EDT
Yazoo,Mississippi,126,4,1,0,0.80%,0,0,32.7803204,-90.39643393,2020-04-27 22:10 EDT
Adams,Mississippi,116,2,7,0,6.00%,0,0,31.48370766,-91.34731394,2020-04-27 22:10 EDT
Holmes,Mississippi,114,9,5,0,4.40%,0,0,33.12351878,-90.09205303,2020-04-27 22:10 EDT
Bolivar,Mississippi,101,5,7,0,6.90%,0,0,33.79576737,-90.87602886,2020-04-27 22:10 EDT
Lamar,Mississippi,92,2,2,0,2.20%,0,0,31.20586795,-89.50865477,2020-04-27 22:10 EDT
Lafayette,Mississippi,83,0,3,0,3.60%,0,0,34.35133857,-89.47812909,2020-04-27 22:10 EDT
